,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
29,2016/6/5,83,284148.54,69395,10227,91,204436,170178,19377,14881.15,conventional,2016,StLouis
30,2016/5/29,80,245482.03,71157,9859,211,164256,150823,13402,31.32,conventional,2016,StLouis
31,2016/5/22,81,279392.4,85909,8500,16,184967,156415,28505,46.86,conventional,2016,StLouis
32,2016/5/15,75,290603.88,69857,10441,46,210259,179610,30236,413.16,conventional,2016,StLouis
33,2016/5/8,85,263363.51,68597,12628,74,182064,127496,54427,142.09,conventional,2016,StLouis
34,2016/5/1,79,256180.45,99574,10729,43,145835,126406,19398,30.55,conventional,2016,StLouis
35,2016/4/24,80,233320.58,65855,10637,11,156818,123839,32941,37.03,conventional,2016,StLouis
36,2016/4/17,91,197200.66,55008,11057,48,131088,96910,34109,69.6,conventional,2016,StLouis
37,2016/4/10,87,218755.02,83222,8054,82,127397,98906,28469,21.71,conventional,2016,StLouis
38,2016/4/3,94,179484.73,57658,7307,15,114504,82978,31523,2.17,conventional,2016,StLouis
39,2016/3/27,97,156454.78,49442,10039,21,96952,76483,20433,36.88,conventional,2016,StLouis
40,2016/3/20,88,195882.17,74089,11333,27,110433,73562,36866,4.34,conventional,2016,StLouis
41,2016/3/13,89,172598.72,67143,9122,69,96265,65087,31078,99.98,conventional,2016,StLouis
42,2016/3/6,96,185570.14,68571,9372,23,107604,84302,23259,43.51,conventional,2016,StLouis
43,2016/2/28,98,173282.78,52181,12434,64,108603,81857,26526,220.03,conventional,2016,StLouis
44,2016/2/21,100,207338.72,78891,27326,55,101066,74252,26792,21.82,conventional,2016,StLouis
45,2016/2/14,98,165070.79,55936,21669,16,87450,69047,18403,0,conventional,2016,StLouis
46,2016/2/7,87,271355.48,76563,80994,33,113765,71787,41934,43.78,conventional,2016,StLouis
47,2016/1/31,101,219443.76,79031,33530,14,106869,68748,38112,8.77,conventional,2016,StLouis
48,2016/1/24,110,167619.96,38175,28333,5,101107,67008,34086,13.17,conventional,2016,StLouis
49,2016/1/17,115,167689.21,55840,32776,25,79049,63934,15068,46.16,conventional,2016,StLouis
50,2016/1/10,101,218460.75,77169,28510,34,112747,89122,23596,28.62,conventional,2016,StLouis
51,2016/1/3,100,213437.44,105268,29055,35,79080,67243,11815,22.04,conventional,2016,StLouis
0,2016/12/25,146,46036.04,748,29453,2,15833,14866,967,0,conventional,2016,Syracuse
1,2016/12/18,142,42029.51,771,28069,5,13185,12270,908,6.67,conventional,2016,Syracuse
2,2016/12/11,150,41911.21,762,31387,15,9747,8824,923,0,conventional,2016,Syracuse
3,2016/12/4,164,50831.37,796,42943,4,7088,6842,149,97.22,conventional,2016,Syracuse
4,2016/11/27,155,33757.95,691,24790,7,8270,8270,0,0,conventional,2016,Syracuse
5,2016/11/20,161,38598.98,815,27877,1,9906,9906,0,0,conventional,2016,Syracuse
6,2016/11/13,162,39271.46,1266,27381,34,10591,10591,0,0,conventional,2016,Syracuse
7,2016/11/6,159,38868.74,922,26702,31,11213,11213,0,0,conventional,2016,Syracuse
8,2016/10/30,156,33699.68,967,25926,12,6794,6792,2,0,conventional,2016,Syracuse
9,2016/10/23,138,56428.14,1111,37054,41,18222,18222,0,0,conventional,2016,Syracuse
10,2016/10/16,136,55053.59,1344,31562,22,22126,22126,0,0,conventional,2016,Syracuse
11,2016/10/9,123,69593.63,980,46378,56,22179,22179,0,0,conventional,2016,Syracuse
12,2016/10/2,143,53796.49,987,32212,37,20560,20560,0,0,conventional,2016,Syracuse
13,2016/9/25,154,61352.25,3272,38680,24,19376,19359,18,0,conventional,2016,Syracuse
14,2016/9/18,146,55922.25,2411,36169,16,17327,17071,256,0,conventional,2016,Syracuse
15,2016/9/11,135,60993.34,1875,39694,10,19415,18637,778,0,conventional,2016,Syracuse
16,2016/9/4,153,51792.9,3546,35938,23,12286,12129,7,150,conventional,2016,Syracuse
17,2016/8/28,138,71711.83,5939,45350,16,20407,19307,0,1100,conventional,2016,Syracuse
18,2016/8/21,144,58497.96,2904,37192,19,18383,17428,0,955,conventional,2016,Syracuse
19,2016/8/14,135,60212.3,4942,39269,29,15972,15337,0,635,conventional,2016,Syracuse
20,2016/8/7,153,60523.63,2724,41584,2,16213,15518,0,695,conventional,2016,Syracuse
21,2016/7/31,160,68311.05,1971,47610,10,18721,18176,0,545,conventional,2016,Syracuse
22,2016/7/24,150,56952.09,1941,35492,20,19499,16609,0,2890,conventional,2016,Syracuse
23,2016/7/17,131,66907.33,2211,39136,1,25559,24464,0,1095,conventional,2016,Syracuse
24,2016/7/10,129,84386.24,3503,49141,14,31728,28755,3,2970,conventional,2016,Syracuse
25,2016/7/3,137,85205.46,1971,47538,1,35696,32831,0,2865,conventional,2016,Syracuse
26,2016/6/26,143,84340.47,1952,52517,13,29858,28353,0,1505,conventional,2016,Syracuse
27,2016/6/19,135,78211.73,2081,45937,16,30179,28499,0,1680,conventional,2016,Syracuse
28,2016/6/12,129,79669.3,3485,43664,91,32429,31259,0,1170,conventional,2016,Syracuse
29,2016/6/5,131,80015.17,1636,46955,179,31245,29640,0,1605,conventional,2016,Syracuse
30,2016/5/29,136,82173.8,1260,52293,436,28185,27875,0,310,conventional,2016,Syracuse
31,2016/5/22,127,72636.09,951,40672,600,30412,29287,0,1125,conventional,2016,Syracuse
32,2016/5/15,123,71440,1015,41631,695,28098,28098,0,0,conventional,2016,Syracuse
33,2016/5/8,123,85623.78,1144,51235,411,32834,32834,0,0,conventional,2016,Syracuse
34,2016/5/1,131,83407.69,992,54950,769,26696,26696,0,0,conventional,2016,Syracuse
35,2016/4/24,122,68819,1000,39960,586,27272,27269,4,0,conventional,2016,Syracuse
36,2016/4/17,121,70543.09,880,39173,3,30486,30486,0,0,conventional,2016,Syracuse
37,2016/4/10,128,62892.35,987,32612,2,29291,29291,0,0,conventional,2016,Syracuse
38,2016/4/3,103,58862.37,652,31827,4,26380,26380,0,0,conventional,2016,Syracuse
39,2016/3/27,129,72427.45,872,43181,15,28359,28359,0,0,conventional,2016,Syracuse
40,2016/3/20,124,72560.52,784,46257,11,25509,25509,0,0,conventional,2016,Syracuse
41,2016/3/13,118,71223.95,875,42612,21,27715,27711,4,0,conventional,2016,Syracuse
42,2016/3/6,136,64866.67,1024,38547,38,25257,25158,100,0,conventional,2016,Syracuse
43,2016/2/28,127,64336.75,862,39219,8,24248,23556,692,0,conventional,2016,Syracuse
44,2016/2/21,134,65393.08,918,40416,21,24038,22192,1846,0,conventional,2016,Syracuse
45,2016/2/14,128,65765.73,1089,37685,41,26951,25835,1116,0,conventional,2016,Syracuse
46,2016/2/7,128,90935.19,1463,60707,23,28742,28033,709,0,conventional,2016,Syracuse
47,2016/1/31,120,70174.79,1181,41174,33,27787,27245,541,0,conventional,2016,Syracuse
48,2016/1/24,132,64280.43,72,34869,32,29308,29215,93,0,conventional,2016,Syracuse
49,2016/1/17,137,70134.99,1078,41232,10,27814,27814,0,0,conventional,2016,Syracuse
50,2016/1/10,136,57676.73,758,31788,2,25129,25129,0,0,conventional,2016,Syracuse
51,2016/1/3,134,69200.73,839,47417,25,20920,20920,0,0,conventional,2016,Syracuse
0,2016/12/25,93,445441.47,157381,104317,64,183681,87877,95803,0,conventional,2016,Tampa
1,2016/12/18,93,412891.05,132947,102323,49,177572,77777,99658,136.11,conventional,2016,Tampa
2,2016/12/11,122,289765.21,99669,60414,28,129655,72901,56754,0,conventional,2016,Tampa
3,2016/12/4,96,500795.57,163610,123042,39,214105,91216,122889,0,conventional,2016,Tampa
4,2016/11/27,145,265590.66,92934,61345,42,111270,52268,59002,0,conventional,2016,Tampa
5,2016/11/20,147,279595.13,95447,63841,88,120219,58517,61703,0,conventional,2016,Tampa
6,2016/11/13,138,323761.18,124544,69065,148,130004,63859,66145,0,conventional,2016,Tampa
7,2016/11/6,146,284328.38,110779,67754,146,105650,43845,61805,0,conventional,2016,Tampa
8,2016/10/30,152,265332.11,93166,68008,150,104008,42732,61276,0,conventional,2016,Tampa
9,2016/10/23,153,281815.95,91272,92612,130,97801,35310,62491,0,conventional,2016,Tampa
10,2016/10/16,126,371149.3,116453,117544,215,136938,36246,100692,0,conventional,2016,Tampa
11,2016/10/9,145,337370.09,110106,105328,120,121816,53843,67973,0,conventional,2016,Tampa
12,2016/10/2,145,323324.31,123391,72977,250,126706,63737,62969,0,conventional,2016,Tampa
13,2016/9/25,137,349975.92,140783,66910,110,142174,78486,63688,0,conventional,2016,Tampa
14,2016/9/18,114,344938.28,132431,66930,103,145475,73698,71774,3.33,conventional,2016,Tampa
15,2016/9/11,116,338518.81,154295,62809,61,121354,65129,55457,768.06,conventional,2016,Tampa
16,2016/9/4,95,560691.13,298317,105770,80,156524,85778,68958,1788.61,conventional,2016,Tampa
17,2016/8/28,114,378817.72,177293,99784,63,101678,78855,20240,2583.61,conventional,2016,Tampa
18,2016/8/21,114,390053.1,175345,100776,49,113884,80158,27827,5900,conventional,2016,Tampa
19,2016/8/14,114,452075.68,213371,110703,63,127939,65541,57508,4890,conventional,2016,Tampa
20,2016/8/7,121,362836.43,147057,95386,107,120286,75446,35140,9700,conventional,2016,Tampa
21,2016/7/31,125,330277.63,134859,87239,23,108156,68166,30100,9890,conventional,2016,Tampa
22,2016/7/24,122,353863.19,143082,97555,25,113201,71809,29198,12195,conventional,2016,Tampa
23,2016/7/17,117,376274.95,143892,101299,46,131038,87459,31340,12239.44,conventional,2016,Tampa
24,2016/7/10,115,359346.63,141566,92116,94,125572,87918,26863,10791.11,conventional,2016,Tampa
25,2016/7/3,93,613097.67,288162,142384,72,182481,116196,50308,15976.67,conventional,2016,Tampa
26,2016/6/26,116,361181.98,143486,88209,37,129450,88533,31127,9790,conventional,2016,Tampa
27,2016/6/19,98,497270.56,234054,127731,112,135374,68956,55518,10900,conventional,2016,Tampa
28,2016/6/12,123,311068.54,136835,76895,50,97288,57317,29525,10445.28,conventional,2016,Tampa
29,2016/6/5,97,485002.55,261221,100100,106,123575,61524,53634,8416.67,conventional,2016,Tampa
30,2016/5/29,96,532427.02,287991,117845,172,126419,63312,57550,5556.66,conventional,2016,Tampa
31,2016/5/22,118,327249.29,164834,65401,188,96827,54513,33377,8936.67,conventional,2016,Tampa
32,2016/5/15,86,522134.64,214252,138867,113,168903,58114,106151,4638.06,conventional,2016,Tampa
33,2016/5/8,92,493628.61,238893,96504,163,158069,81108,76960,0,conventional,2016,Tampa
34,2016/5/1,75,741724.85,336112,170271,50,235292,85158,150133,0,conventional,2016,Tampa
35,2016/4/24,86,566117.77,233226,148356,155,184380,60995,122379,1005.56,conventional,2016,Tampa
36,2016/4/17,106,387923.77,183629,79809,98,124388,63443,60944,0,conventional,2016,Tampa
37,2016/4/10,85,549365.61,226151,140518,28,182667,58748,123796,123.61,conventional,2016,Tampa
38,2016/4/3,104,402546.34,196164,73787,29,132566,68923,63643,0,conventional,2016,Tampa
39,2016/3/27,108,342762.43,159310,70271,68,113114,58017,55097,0,conventional,2016,Tampa
40,2016/3/20,110,326332.48,148381,69086,57,108809,52244,56565,0,conventional,2016,Tampa
41,2016/3/13,86,527217.55,219895,131685,264,175373,56867,118507,0,conventional,2016,Tampa
42,2016/3/6,108,331997.49,149559,67540,21,114878,62840,52038,0,conventional,2016,Tampa
43,2016/2/28,82,569349.05,248402,134265,47,186636,67867,118769,0,conventional,2016,Tampa
44,2016/2/21,105,321995.93,146660,67637,76,107623,55695,51929,0,conventional,2016,Tampa
45,2016/2/14,100,329879.07,160675,76136,79,92990,56731,36259,0,conventional,2016,Tampa
46,2016/2/7,56,822548.66,385584,189390,105,247470,98976,148493,0,conventional,2016,Tampa
47,2016/1/31,98,391266.84,155283,95493,92,140399,66287,74112,0,conventional,2016,Tampa
48,2016/1/24,81,503528.16,184105,122562,214,196648,80147,116498,2.74,conventional,2016,Tampa
49,2016/1/17,105,304269.38,138371,49997,102,115800,70537,45235,27.52,conventional,2016,Tampa
50,2016/1/10,85,519360.29,250746,88162,132,180321,70164,110156,0,conventional,2016,Tampa
51,2016/1/3,107,375548.86,226406,46448,134,102561,69224,33337,0,conventional,2016,Tampa
0,2016/12/25,100,30287853.7,9255125,10282926,541972,10207830,7709584,2417145,81101.22,conventional,2016,TotalUS
1,2016/12/18,96,29583882.61,9394066,10339168,427872,9422776,6970320,2358444,94011.78,conventional,2016,TotalUS
2,2016/12/11,98,30093540.7,9009996,9967220,403048,10713277,8149439,2490495,73342.82,conventional,2016,TotalUS
3,2016/12/4,100,31621221.9,11043351,9908983,428010,10240878,7187023,2988505,65350.63,conventional,2016,TotalUS
4,2016/11/27,121,22923062.65,7891488,7337342,344476,7349757,5691267,1609867,48623.28,conventional,2016,TotalUS
5,2016/11/20,127,24989702.75,8531161,8033511,407568,8017464,6207080,1765674,44709.4,conventional,2016,TotalUS
6,2016/11/13,136,24075126.49,8235135,7759608,477521,7602862,5602594,1957164,43104.31,conventional,2016,TotalUS
7,2016/11/6,144,22534698.38,7804253,7126936,505349,7098160,5245067,1812174,40918.74,conventional,2016,TotalUS
8,2016/10/30,143,21009730.21,7100459,6852046,453145,6604080,4655046,1882751,66283.51,conventional,2016,TotalUS
9,2016/10/23,134,24753513.95,7579629,8104522,452384,8616979,6508667,2016513,91798.83,conventional,2016,TotalUS
10,2016/10/16,130,27707046.82,8810664,8855073,447291,9594018,6934369,2575096,84553.37,conventional,2016,TotalUS
11,2016/10/9,127,28857581.98,9552502,9579339,490957,9234784,6849127,2316378,69278.75,conventional,2016,TotalUS
12,2016/10/2,123,29615008.49,9534916,9123898,490123,10466072,7408766,2981276,76030.52,conventional,2016,TotalUS
13,2016/9/25,122,30305112.89,10548061,9255914,492604,10008534,7440445,2476401,91688.3,conventional,2016,TotalUS
14,2016/9/18,115,31346091.46,11337829,9481313,486187,10040762,7649502,2311263,79996.5,conventional,2016,TotalUS
15,2016/9/11,108,34126730.95,12962763,10380438,512160,10271370,8199581,2016485,55304.06,conventional,2016,TotalUS
16,2016/9/4,104,37130688.91,14643466,11083513,540681,10863029,8555284,2214419,93326.07,conventional,2016,TotalUS
17,2016/8/28,109,33993931.31,12561056,10420973,563739,10448164,8503871,1785022,159271.47,conventional,2016,TotalUS
18,2016/8/21,110,33592097.72,12725249,9906499,609721,10350629,8749239,1446381,155008.66,conventional,2016,TotalUS
19,2016/8/14,112,34386177.3,12352933,10879342,749247,10404656,8479507,1813211,111938.56,conventional,2016,TotalUS
20,2016/8/7,115,33819909.09,12197105,10731380,754549,10136876,8386276,1569550,181048.76,conventional,2016,TotalUS
21,2016/7/31,123,31201590.22,10168972,10423958,783937,9824723,8193011,1431745,199967.39,conventional,2016,TotalUS
22,2016/7/24,120,32339377.09,10331314,10795751,947964,10264348,8315739,1561209,387400.22,conventional,2016,TotalUS
23,2016/7/17,115,32656123.63,10320463,10628873,953631,10753156,8737861,1624816,390478.73,conventional,2016,TotalUS
24,2016/7/10,110,35567568.43,11457080,11677528,1266434,11166526,8984514,1727669,454343.65,conventional,2016,TotalUS
25,2016/7/3,106,39993186.04,12508937,13315901,1761343,12407004,9967538,1887772,551693.65,conventional,2016,TotalUS
26,2016/6/26,104,36617023.79,12189035,12029919,1624942,10773128,8834970,1609569,328589.09,conventional,2016,TotalUS
27,2016/6/19,102,38489936.14,13488852,12842698,1642736,10515651,8223281,1975351,317018.94,conventional,2016,TotalUS
28,2016/6/12,104,35580820,12291687,11533970,1607344,10147819,8039866,1796514,311439.99,conventional,2016,TotalUS
29,2016/6/5,97,40231259.65,13808859,13396652,1770948,11254801,8492744,2441023,321033.23,conventional,2016,TotalUS
30,2016/5/29,94,40019075.24,13682611,13829591,1583496,10923377,8085657,2657599,180120.85,conventional,2016,TotalUS
31,2016/5/22,93,36958035.51,11712000,12981224,1640829,10623982,7835766,2563224,224991.99,conventional,2016,TotalUS
32,2016/5/15,89,39914996.74,12447598,14437190,1753853,11276356,7987029,3143280,146047.01,conventional,2016,TotalUS
33,2016/5/8,82,46324529.7,14223305,17896392,1993645,12211188,8747757,3342781,120650.09,conventional,2016,TotalUS
34,2016/5/1,84,42867608.54,13748944,15899858,1414364,11804441,8376124,3365582,62734.87,conventional,2016,TotalUS
35,2016/4/24,87,39607695.3,12913697,14382185,1599864,10711949,7835836,2801103,75010.64,conventional,2016,TotalUS
36,2016/4/17,90,37467885.19,11954488,12896367,1896150,10720882,8128710,2467002,125169.4,conventional,2016,TotalUS
37,2016/4/10,90,36584029.39,12879820,11538132,1666275,10499801,7808771,2613293,77737.02,conventional,2016,TotalUS
38,2016/4/3,94,33668450.55,11320970,11512622,1731910,9102948,6830380,2213379,59188.81,conventional,2016,TotalUS
39,2016/3/27,94,35930195.92,11249198,12745267,1880231,10055499,7745105,2228008,82386.14,conventional,2016,TotalUS
40,2016/3/20,93,36335483.78,11134391,13727454,1773089,9700550,7248858,2374054,77638.79,conventional,2016,TotalUS
41,2016/3/13,93,36374516.14,11661687,13104888,1800066,9807875,7231163,2521124,55589,conventional,2016,TotalUS
42,2016/3/6,95,35064506.04,11824155,12196587,1686475,9357289,7502570,1747904,106815.12,conventional,2016,TotalUS
43,2016/2/28,91,36801817.68,11907395,13210855,1560168,10123401,7251667,2802239,69494.92,conventional,2016,TotalUS
44,2016/2/21,94,32804733.22,10015825,12003752,1375260,9409896,7213493,2150749,45654.02,conventional,2016,TotalUS
45,2016/2/14,88,36476441.86,11913078,13187973,1811091,9564300,7102422,2387456,74421.62,conventional,2016,TotalUS
46,2016/2/7,76,52288697.89,16573574,20470573,2546439,12698112,9083373,3373078,241661.48,conventional,2016,TotalUS
47,2016/1/31,93,34721249.92,11098088,13278054,1643703,8701405,6684515,1823890,192999.8,conventional,2016,TotalUS
48,2016/1/24,95,32787079.21,7020459,14054368,1440380,10271872,7438490,2668368,165014.74,conventional,2016,TotalUS
49,2016/1/17,94,34426341.87,10036598,13832256,1419406,9138082,6846324,2228421,63337.4,conventional,2016,TotalUS
50,2016/1/10,93,35264336.01,11441287,13226089,1282613,9314348,6735384,2528089,50874.09,conventional,2016,TotalUS
51,2016/1/3,86,38142088.04,11616506,16054084,1560069,8911429,6464896,2287450,159083.8,conventional,2016,TotalUS
0,2016/12/25,92,5720079.58,1951253,1240718,114035,2414074,1681101,731388,1584.51,conventional,2016,West
1,2016/12/18,88,5618429.48,2112070,1168213,89997,2248150,1571422,673464,3263.94,conventional,2016,West
2,2016/12/11,84,6648833.68,1687193,1545122,86234,3330284,2543801,778605,7878.49,conventional,2016,West
3,2016/12/4,93,5919532.49,2142010,1164206,81115,2532203,1534025,992336,5841.8,conventional,2016,West
4,2016/11/27,109,4187550.98,1525326,938769,86790,1636667,1068035,565542,3089.37,conventional,2016,West
5,2016/11/20,110,4944373.81,2005353,913022,105452,1920547,1357081,562176,1290.39,conventional,2016,West
6,2016/11/13,118,4864099.95,1740718,1032253,107497,1983632,1238998,742515,2118.79,conventional,2016,West
7,2016/11/6,126,4245702.35,1493575,867974,119470,1764684,1168747,593226,2710.98,conventional,2016,West
8,2016/10/30,126,3852439.62,1398733,762971,113343,1577393,1029900,545280,2213.45,conventional,2016,West
